Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Ab7 9,1,3,x,2,4,x,1;3;5;b7,Ab,Eb,x,C,Gb,x
Ab7 10,x,x,1,2,1,1,1;3;5;b7,x,x,Gb,C,Eb,Ab
Ab7 11,x,x,2,3,1,4,1;3;5;b7,x,x,C,Gb,Ab,Eb
Ab7 12,1,3,1,2,4,x,1;3;5;b7,Ab,Eb,Gb,C,Gb,x
Ab9 1,x,1,3,2,4,x,1;3;5;b7;9,x,C,Gb,Bb,Eb,x
Ab9 2,x,x,2,1,3,4,1;3;5;b7;9,x,x,Gb,Bb,Eb,Ab
Ab9 3,x,2,1,3,4,x,1;3;5;b7;9,x,Ab,C,Gb,Bb,x
Ab11 1,3,x,4,2,1,1,1;3;5;b7;9;11,Ab,x,Gb,Bb,Db,Gb
Ab11 2,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,Ab,Db,Gb,Bb
Ab11 3,x,1,1,1,1,1,1;3;5;b7;9;11,x,Ab,Db,Gb,Bb,Eb
Ab13 1,3,x,4,2,1,1,1;3;5;b7;9;11;13,Ab,x,Gb,Bb,C,F
Ab13 2,1,x,1,2,3,4,1;3;5;b7;9;11;13,Ab,x,Gb,C,F,Bb
Ab13 3,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,Ab,C,Gb,Bb,F
Ab13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,Ab,x,Gb,C,F,x
Ab13 5,x,x,1,3,3,4,1;3;5;b7;9;11;13,x,x,C,Gb,Bb,F
Ab43991 1,2,1,1,1,3,4,1;3;5;6;9,Ab,C,F,Bb,Eb,Ab
Ab43991 2,x,x,2,1,3,4,1;3;5;6;9,x,x,Ab,C,F,Bb
Ab43991 3,x,2,1,1,3,4,1;3;5;6;9,x,Ab,C,F,Bb,Eb
Ab7(#11) 1,2,x,3,4,1,x,1;3;5;b7;#11,Ab,x,Gb,C,D,x
Ab7(#11) 2,1,x,1,4,x,x,1;3;5;b7;#11,Ab,x,Gb,D,x,x
Ab7(#5) 1,1,x,1,2,3,1,1;3;#5;b7,Ab,x,Gb,C,E,Ab
Ab7(#5) 2,x,1,2,1,1,x,1;3;#5;b7,x,Gb,C,E,Ab,x
Ab7(#5) 3,x,1,4,1,3,2,1;3;#5;b7,x,Ab,E,Gb,C,E
Ab7(#5) 4,1,x,2,3,4,x,1;3;#5;b7,Ab,x,Gb,C,E,x
Ab7(#5) 5,x,x,1,2,3,1,1;3;#5;b7,x,x,Gb,C,E,Ab
Ab7(#9) 1,2,1,3,3,3,3,1;3;5;b7;#9,Ab,C,Gb,B,Eb,Ab
Ab7(#9) 2,1,3,1,2,1,4,1;3;5;b7;#9,Ab,Eb,Gb,C,Eb,B
Ab7(#9) 3,x,2,1,3,4,x,1;3;5;b7;#9,x,Ab,C,Gb,B,x
Ab7(b9) 1,3,2,4,1,x,x,1;3;5;b7;b9,Ab,C,Gb,Bbb,x,x
Ab7(b9) 2,1,x,1,2,1,3,1;3;5;b7;b9,Ab,x,Gb,C,Eb,Bbb
Ab7(b9) 3,x,2,1,3,1,x,1;3;5;b7;b9,x,Ab,C,Gb,Bbb,x
Ab7b5 1,x,x,2,4,1,3,1;3;b5;b7,x,x,Gb,C,Ebb,Ab
Ab7b5 2,1,3,2,4,x,x,1;3;b5;b7,Ab,Ebb,Gb,C,x,x
Ab7b5 3,x,x,1,2,3,4,1;3;b5;b7,x,x,Ab,Ebb,Gb,C
Ab7sus4 1,x,x,1,1,2,3,1;4;5;b7,x,x,Eb,Ab,Db,Gb
Ab7sus4 2,1,3,1,4,1,1,1;4;5;b7,Ab,Eb,Gb,Db,Eb,Ab
Ab7sus4 3,x,x,1,3,2,4,1;4;5;b7,x,x,Ab,Eb,Gb,Db
Ab7sus4 4,4,x,1,3,2,x,1;4;5;b7,Db,x,Ab,Eb,Gb,x
Ab9b5 1,2,1,3,1,1,4,1;3;b5;b7;9,Ab,C,Gb,Bb,Ebb,Ab
Ab9b5 2,x,x,1,2,3,1,1;3;b5;b7;9,x,x,Ab,Ebb,Gb,Bb
Ab9b5 3,1,2,1,3,4,1,1;3;b5;b7;9,Ebb,Ab,C,Gb,Bb,Ebb
Abaug 1,x,3,2,1,1,x,1;3;#5,x,E,Ab,C,E,x
Abaug 2,4,3,2,1,x,x,1;3;#5,C,E,Ab,C,x,x
Abaug 3,x,x,4,2,3,1,1;3;#5,x,x,E,Ab,C,E
Abdim 1,x,x,4,3,1,2,1;b3;b5,x,x,Ab,Cb,Ebb,Ab
Abdim 2,x,1,2,4,3,x,1;b3;b5,x,Ab,Ebb,Ab,Cb,x
Abdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Ab,Ebb,Gbb,Cb,x,x
Abdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,x,Gbb,Cb,Ebb,Ab,x
Abdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Cb,Gbb,Ab,Ebb
Abdim7 4,3,x,1,4,2,x,1;b3;b5;bb7,Ab,x,Gbb,Cb,Ebb,x
Abdim7 5,x,x,1,3,2,4,1;b3;b5;bb7,x,x,Ab,Ebb,Gbb,Cb
Abm 1,1,3,4,1,1,1,1;b3;5,Ab,Eb,Ab,Cb,Eb,Ab
Abm 2,x,x,1,3,4,2,1;b3;5,x,x,Ab,Eb,Ab,Cb
Abm 3,x,1,3,4,2,1,1;b3;5,x,Ab,Eb,Ab,Cb,Eb
Abm 4,x,3,x,1,1,x,1;b3;5,x,Eb,x,Cb,Eb,x
Abm11 1,2,x,3,4,1,x,1;b3;5;b7;9;11,Ab,x,Gb,Cb,Db,x
Abm6 1,x,x,1,2,0,3,1;b3;5;6,x,x,Eb,Ab,Cb,F
Abm6 2,1,x,3,1,4,1,1;b3;5;6,Ab,x,Ab,Cb,F,Ab
Abm6 3,x,3,1,2,1,x,1;b3;5;6,x,Ab,Cb,F,Ab,x
Abm7 1,1,3,1,1,4,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Gb,Ab
Abm7 2,x,x,1,4,2,3,1;b3;5;b7,x,x,Ab,Eb,Gb,Cb
Abm7 3,x,1,3,1,2,1,1;b3;5;b7,x,Ab,Eb,Gb,Cb,Eb
Abm7 4,2,x,3,3,3,x,1;b3;5;b7,Ab,x,Gb,Cb,Eb,x
Abm7 5,1,3,1,1,1,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,Ab
Abm7 6,1,3,1,1,1,x,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,x
Abm7b5 1,2,x,3,4,1,x,1;b3;b5;b7,Ab,x,Gb,Cb,Ebb,x
Abm9 1,1,3,1,1,1,4,1;b3;5;b7;9,Ab,Eb,Gb,Cb,Eb,Bb
Abm9 2,x,x,2,1,4,3,1;b3;5;b7;9,x,x,Ab,Cb,Gb,Bb
Abm9 3,x,2,1,3,4,x,1;b3;5;b7;9,x,Ab,Cb,Gb,Bb,x
Abmaj 1,x,x,1,1,1,4,1;3;5,x,x,Eb,Ab,C,Ab
Abmaj 2,1,3,4,2,1,1,1;3;5,Ab,Eb,Ab,C,Eb,Ab
Abmaj 3,x,4,3,1,2,1,1;3;5,x,Ab,C,Eb,Ab,C
Abmaj 4,4,x,1,1,1,x,1;3;5,Ab,x,Eb,Ab,C,x
Abmaj 5,x,3,1,1,1,x,1;3;5,x,C,Eb,Ab,C,x
Abmaj 6,x,1,4,3,2,x,1;3;5,x,C,Ab,C,Eb,x
Abmaj 7,x,1,4,4,4,x,1;3;5,x,Ab,Eb,Ab,C,x
Abmaj 8,1,x,3,1,2,x,1;3;5,C,x,C,Eb,Ab,x
Abmaj 9,x,x,3,2,1,1,1;3;5,x,x,Ab,C,Eb,Ab
Abmaj 10,x,x,x,3,4,1,1;3;5,x,x,x,Ab,C,Eb
Abmaj 11,x,x,1,1,1,x,1;3;5,x,x,Eb,Ab,C,x
Abmaj 12,1,3,4,2,x,x,1;3;5,Ab,Eb,Ab,C,x,x
Abmaj 13,x,4,3,1,x,x,1;3;5,x,Ab,C,Eb,x,x
Abmaj 14,x,3,4,2,1,x,1;3;5,x,Eb,Ab,C,Eb,x
Abmaj 15,1,x,x,2,1,1,1;3;5,Ab,x,x,C,Eb,Ab
Abmaj 16,2,1,x,x,x,x,1;3;5,Ab,C,x,x,x,x
Abmaj 17,x,3,4,2,1,1,1;3;5,x,Eb,Ab,C,Eb,Ab
Abmaj 18,3,x,1,4,x,x,1;3;5,C,x,Ab,Eb,x,x
Abmaj 19,x,1,2,3,4,1,1;3;5,x,Ab,Eb,Ab,C,Eb
Abmaj13 1,2,1,1,1,3,1,1;3;5;7;9;11;13,Ab,C,F,Bb,Eb,G
Abmaj13 2,1,x,2,3,4,x,1;3;5;7;9;11;13,Ab,x,G,C,F,x
Abmaj13 3,2,x,1,1,4,1,1;3;5;7;9;11;13,Ab,x,F,Bb,F,G
Abmaj13 4,x,1,1,1,2,1,1;3;5;7;9;11;13,x,C,F,Bb,Eb,G
Abmaj7 1,x,x,4,3,2,1,1;3;5;7,x,x,Ab,C,Eb,G
Abmaj7 2,1,4,2,3,1,x,1;3;5;7,Ab,Eb,G,C,Eb,x
Abmaj7 3,x,4,3,1,1,1,1;3;5;7,x,Ab,C,Eb,G,C
Abmaj7 4,2,1,4,0,x,x,1;3;5;7,Ab,C,G,G,x,x
Abmaj7 5,1,x,3,4,2,x,1;3;5;7,Ab,x,G,C,Eb,x
Abmaj7 6,x,1,x,x,2,4,1;3;5;7,x,Ab,x,x,C,G
Abmaj7 7,x,x,x,1,1,1,1;3;5;7,x,x,x,Eb,G,C
Abmaj7 8,x,x,x,3,2,1,1;3;5;7,x,x,x,C,Eb,G
Abmaj7 9,x,x,x,2,4,1,1;3;5;7,x,x,x,G,C,Eb
Abmaj7 10,x,3,2,0,1,x,1;3;5;7,x,Ab,C,G,Ab,x
Abmaj7 11,1,x,2,3,x,x,1;3;5;7,Ab,x,G,C,x,x
Abmaj7 12,x,2,x,0,1,4,1;3;5;7,x,G,x,G,Ab,Eb
Abmaj7 13,2,x,3,4,2,1,1;3;5;7,Ab,x,G,C,Eb,G
Abmaj7 14,x,x,1,3,3,3,1;3;5;7,x,x,Ab,Eb,G,C
Abmaj9 1,2,1,4,1,3,x,1;3;5;7;9,Ab,C,G,Bb,Eb,x
Abmaj9 2,x,x,4,1,2,1,1;3;5;7;9,x,x,Ab,Bb,Eb,G
Abmaj9 3,x,2,1,4,3,x,1;3;5;7;9,x,Ab,C,G,Bb,x
Absus4 1,x,x,1,1,2,4,1;4;5,x,x,Eb,Ab,Db,Ab
Absus4 2,1,1,3,4,1,1,1;4;5,Ab,Db,Ab,Db,Eb,Ab
Absus4 3,x,x,1,2,3,4,1;4;5,x,x,Ab,Eb,Ab,Db
Absus4 4,1,x,3,3,x,x,1;4;5,Ab,x,Ab,Db,x,x
B5 1,1,3,x,x,x,x,1;5,B,F#,x,x,x,x
B5 2,x,1,3,4,x,x,1;5,x,B,F#,B,x,x
B5 3,x,1,3,x,x,x,1;5,x,B,F#,x,x,x
B5 4,x,1,3,4,0,x,1;5,x,B,F#,B,B,x
B5 5,1,3,4,x,x,x,1;5,B,F#,B,x,x,x
B5 6,1,1,3,x,x,x,1;5,F#,B,F#,x,x,x
B5 7,x,x,1,3,4,x,1;5,x,x,B,F#,B,x
B5 8,x,x,x,1,4,x,1;5,x,x,x,B,F#,x
B6 1,x,3,1,2,0,x,1;3;5;6,x,B,D#,G#,B,x
B6 2,x,1,3,3,3,3,1;3;5;6,x,B,F#,B,D#,G#
B6 3,1,x,3,2,4,1,1;3;5;6,B,x,B,D#,G#,B
B6 4,x,1,4,x,x,x,1;3;5;6,x,B,G#,x,x,x
B6 5,x,x,1,1,1,1,1;3;5;6,x,x,F#,B,D#,G#
B7 1,x,2,1,3,0,4,1;3;5;b7,x,B,D#,A,B,F#
B7 2,x,1,3,1,4,1,1;3;5;b7,x,B,F#,A,D#,F#
B7 3,1,3,1,2,4,1,1;3;5;b7,B,F#,A,D#,A,B
B7 4,x,1,3,3,3,4,1;3;5;b7,x,B,F#,B,D#,A
B7 5,1,3,1,2,1,1,1;3;5;b7,B,F#,A,D#,F#,B
B7 6,x,2,1,2,x,x,1;3;5;b7,x,B,D#,A,x,x
B7 7,x,2,1,3,0,4,1;3;5;b7,x,B,D#,A,B,F#
B7 8,x,3,2,4,1,x,1;3;5;b7,x,B,D#,A,B,x
B7 9,x,x,1,1,1,3,1;3;5;b7,x,x,F#,B,D#,A
B7 10,1,x,2,4,3,x,1;3;5;b7,B,x,A,D#,F#,x
B7 11,x,0,1,2,1,1,1;3;5;b7,x,A,A,D#,F#,B
B7 12,x,2,1,3,0,x,1;3;5;b7,x,B,D#,A,B,x
B7 13,2,0,1,3,0,4,1;3;5;b7,F#,A,D#,A,B,F#
B7 14,2,x,1,3,x,x,1;3;5;b7,F#,x,D#,A,x,x
B7 15,x,2,1,3,x,4,1;3;5;b7,x,B,D#,A,x,F#
B7 16,2,x,1,3,0,4,1;3;5;b7,F#,x,D#,A,B,F#
B7 17,x,0,1,1,1,3,1;3;5;b7,x,A,F#,B,D#,A
B7 18,1,x,2,3,x,x,1;3;5;b7,B,x,A,D#,x,x
B9 1,x,2,1,3,4,x,1;3;5;b7;9,x,B,D#,A,C#,x
B9 2,x,1,3,2,4,x,1;3;5;b7;9,x,D#,A,C#,F#,x
B9 3,x,x,2,1,3,4,1;3;5;b7;9,x,x,A,C#,F#,B
B11 1,x,1,1,1,1,1,1;3;5;b7;9;11,x,B,E,A,C#,F#
B11 2,3,x,4,2,1,1,1;3;5;b7;9;11,B,x,A,C#,E,A
B11 3,x,x,1,1,2,1,1;3;5;b7;9;11,x,x,B,E,A,C#
B13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,x,B,D#,A,C#,G#
B13 2,4,x,3,2,1,1,1;3;5;b7;9;11;13,B,x,A,C#,D#,G#
B13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,B,x,A,D#,G#,C#
B13 4,1,3,1,2,4,1,1;3;5;b7;9;11;13,B,F#,A,D#,G#,B
B13 5,1,x,2,3,4,x,1;3;5;b7;9;11;13,B,x,A,D#,G#,x
B13 6,x,1,3,2,4,x,1;3;5;b7;9;11;13,x,D#,A,C#,F#,x
B13 7,x,x,1,2,3,1,1;3;5;b7;9;11;13,x,x,A,D#,G#,B
B13 8,1,4,1,2,1,1,1;3;5;b7;9;11;13,B,G#,A,D#,F#,B
B43991 1,x,2,1,1,3,4,1;3;5;6;9,x,B,D#,G#,C#,F#
B43991 2,2,1,1,1,3,4,1;3;5;6;9,B,D#,G#,C#,F#,B
B43991 3,x,x,2,1,3,4,1;3;5;6;9,x,x,B,D#,G#,C#
B13(#11) 1,3,x,4,2,1,1,1;3;5;b7;9;#11;13,B,x,A,C#,D#,G#
B7(#11) 1,2,x,3,4,1,x,1;3;5;b7;#11,B,x,A,D#,E#,x
B7(#5) 1,x,0,1,0,0,4,1;3;#5;b7,x,A,D#,F##,B,F##
B7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,x,B,F##,A,D#,F##
B7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,B,x,A,D#,F##,B
B7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,x,B,D#,A,C##,x
B7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,B,D#,A,C##,F#,x
B7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,B,F#,A,D#,F#,C##
B7(#9) 4,x,1,x,2,3,x,1;3;5;b7;#9,x,B,x,A,C##,x
B7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,x,B,D#,A,C,x
B7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,B,D#,A,C,x,x
B7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,B,x,A,D#,F#,B
B7(b9) 4,x,2,1,3,1,4,1;3;5;b7;b9,x,B,D#,A,C,F#
B7(b9) 5,1,x,2,3,x,4,1;3;5;b7;b9,B,x,A,D#,x,C
B7(b9) 6,x,2,3,1,4,x,1;3;5;b7;b9,x,D#,A,C,F#,x
B7b5 1,x,1,2,1,3,x,1;3;b5;b7,x,B,F,A,D#,x
B7b5 2,x,x,2,4,1,3,1;3;b5;b7,x,x,A,D#,F,B
B7b5 3,x,x,1,2,3,4,1;3;b5;b7,x,x,B,F,A,D#
B7sus4 1,x,1,2,3,0,0,1;4;5;b7,x,B,E,A,B,E
B7sus4 2,x,1,3,1,4,1,1;4;5;b7,x,B,F#,A,E,F#
B7sus4 3,1,3,1,4,1,1,1;4;5;b7,B,F#,A,E,F#,B
B9b5 1,1,2,1,3,4,1,1;3;b5;b7;9,F,B,D#,A,C#,F
B9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,B,D#,A,C#,F,B
B9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,x,x,B,F,A,C#
Baug 1,x,3,2,0,0,x,1;3;#5,x,B,D#,F##,B,x
Baug 2,4,3,2,0,x,x,1;3;#5,F##,B,D#,F##,x,x
Baug 3,x,x,4,2,3,1,1;3;#5,x,x,D#,F##,B,D#
Bdim 1,x,1,2,4,3,x,1;b3;b5,x,B,F,B,D,x
Bdim 2,x,x,4,3,1,2,1;b3;b5,x,x,B,D,F,B
Bdim 3,x,x,1,2,4,3,1;b3;b5,x,x,B,F,B,D
Bdim 4,x,x,x,3,2,1,1;b3;b5,x,x,x,B,D,F
Bdim 5,x,4,2,1,x,x,1;b3;b5,x,B,D,F,x,x
Bdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Ab,D,F,B,x,x
Bdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,x,D,Ab,B,F,x
Bdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,x,x,B,F,Ab,D
Bdim7 4,x,2,3,1,4,x,1;b3;b5;bb7,x,B,F,Ab,D,x
Bdim7 5,x,x,1,2,1,3,1;b3;b5;bb7,x,x,Ab,D,F,B
Bdim7 6,2,x,1,3,1,x,1;b3;b5;bb7,B,x,Ab,D,F,x
Bdim7 7,x,x,0,3,0,4,1;b3;b5;bb7,x,x,D,Ab,B,F
Bm 1,x,1,3,4,2,1,1;b3;5,x,B,F#,B,D,F#
Bm 2,1,3,4,1,1,1,1;b3;5,B,F#,B,D,F#,B
Bm 3,x,x,1,3,4,2,1;b3;5,x,x,B,F#,B,D
Bm 4,x,x,3,4,2,1,1;b3;5,x,x,F#,B,D,F#
Bm 5,x,1,3,4,2,x,1;b3;5,x,B,F#,B,D,x
Bm 6,x,x,3,2,4,1,1;b3;5,x,x,D,F#,B,D
Bm 7,x,1,3,4,2,1,1;b3;5,x,B,F#,B,D,F#
Bm 8,x,3,4,1,1,1,1;b3;5,x,F#,B,D,F#,B
Bm 9,x,x,3,1,1,1,1;b3;5,x,x,B,D,F#,B
Bm 10,x,x,x,3,2,1,1;b3;5,x,x,x,B,D,F#
Bm 11,2,x,0,3,x,x,1;b3;5,B,x,D,D,x,x
Bm 12,x,1,0,x,x,x,1;b3;5,x,B,D,x,x,x
Bm 13,1,x,3,1,1,x,1;b3;5,B,x,B,D,F#,x
Bm(maj7) 1,x,1,3,4,2,x,1;b3;5;7,x,A#,F#,B,D,x
Bm11 1,2,x,3,4,1,x,1;b3;5;b7;9;11,B,x,A,D,E,x
Bm11 2,x,2,0,3,4,0,1;b3;5;b7;9;11,x,B,D,A,C#,E
Bm11 3,x,x,4,3,1,x,1;b3;5;b7;9;11,x,x,A,C#,D,x
Bm11 4,x,0,3,4,2,0,1;b3;5;b7;9;11,x,A,F#,B,D,E
Bm11 5,x,1,x,3,4,0,1;b3;5;b7;9;11,x,B,x,A,C#,E
Bm11 6,1,x,0,3,4,0,1;b3;5;b7;9;11,B,x,D,E,A,E
Bm11 7,2,x,3,4,0,0,1;b3;5;b7;9;11,B,x,A,D,B,E
Bm6 1,x,2,0,1,0,3,1;b3;5;6,x,B,D,G#,B,F#
Bm6 2,x,1,x,3,2,4,1;b3;5;6,x,B,x,B,D,G#
Bm6 3,1,x,3,1,4,1,1;b3;5;6,B,x,B,D,G#,B
Bm6 4,x,1,2,1,3,x,1;b3;5;6,x,G#,D,F#,B,x
Bm7 1,x,2,0,3,0,4,1;b3;5;b7,x,B,D,A,B,F#
Bm7 2,x,1,3,1,2,1,1;b3;5;b7,x,B,F#,A,D,F#
Bm7 3,1,3,1,1,4,1,1;b3;5;b7,B,F#,A,D,A,B
Bm7 4,2,x,3,3,x,x,1;b3;5;b7,B,x,A,D,x,x
Bm7 5,1,3,1,1,1,1,1;b3;5;b7,B,F#,A,D,F#,B
Bm7 6,2,x,3,3,3,x,1;b3;5;b7,B,x,A,D,F#,x
Bm7 7,x,2,0,3,4,x,1;b3;5;b7,x,B,D,A,D,x
Bm7 8,x,2,x,3,4,x,1;b3;5;b7,x,B,x,A,D,x
Bm7 9,x,x,1,3,2,2,1;b3;5;b7,x,x,B,F#,A,D
Bm7 10,x,x,1,1,1,1,1;b3;5;b7,x,x,A,D,F#,B
Bm7 11,2,x,1,4,3,x,1;b3;5;b7,D,x,B,F#,A,x
Bm7 12,x,x,0,1,0,2,1;b3;5;b7,x,x,D,A,B,F#
Bm7 13,x,x,2,3,1,4,1;b3;5;b7,x,x,F#,B,D,A
Bm7 14,x,2,1,1,x,3,1;b3;5;b7,x,D,F#,B,x,A
Bm7 15,x,4,1,2,0,x,1;b3;5;b7,x,F#,A,D,B,x
Bm7 16,x,0,2,3,1,x,1;b3;5;b7,x,A,F#,B,D,x
Bm7b5 1,x,2,0,3,4,1,1;b3;b5;b7,x,B,D,A,D,F
Bm7b5 2,x,1,2,1,3,x,1;b3;b5;b7,x,B,F,A,D,x
Bm7b5 3,2,x,3,4,1,x,1;b3;b5;b7,B,x,A,D,F,x
Bm7b5 4,x,1,3,2,4,x,1;b3;b5;b7,x,B,F,A,D,x
Bm9 1,x,1,0,2,3,x,1;b3;5;b7;9,x,B,D,A,C#,x
Bm9 2,3,1,4,2,x,x,1;b3;5;b7;9,B,D,A,C#,x,x
Bm9 3,1,3,1,1,1,4,1;b3;5;b7;9,B,F#,A,D,F#,C#
Bmaj 1,1,3,4,2,1,1,1;3;5,B,F#,B,D#,F#,B
Bmaj 2,x,x,1,2,4,3,1;3;5,x,x,B,F#,B,D#
Bmaj13 1,x,1,1,1,2,1,1;3;5;7;9;11;13,x,D#,G#,C#,F#,A#
Bmaj13 2,1,1,3,2,1,4,1;3;5;7;9;11;13,F#,B,F#,A#,C#,G#
Bmaj7 1,x,1,3,2,4,1,1;3;5;7,x,B,F#,A#,D#,F#
Bmaj7 2,1,4,2,3,1,x,1;3;5;7,B,F#,A#,D#,F#,x
Bmaj7 3,x,x,4,3,2,1,1;3;5;7,x,x,B,D#,F#,A#
Bmaj7 4,x,1,3,2,4,x,1;3;5;7,x,B,F#,A#,D#,x
Bmaj7 5,1,x,3,4,2,x,1;3;5;7,B,x,A#,D#,F#,x
Bmaj9 1,x,2,1,4,3,x,1;3;5;7;9,x,B,D#,A#,C#,x
Bmaj9 2,2,1,4,1,x,x,1;3;5;7;9,B,D#,A#,C#,x,x
Bmaj9 3,x,x,4,1,2,1,1;3;5;7;9,x,x,B,C#,F#,A#
Bmajm 1,x,1,2,3,4,1,1;3;5,x,B,F#,B,D#,E#
Bsus4 1,x,1,2,3,4,1,1;4;5,x,B,F#,B,E,F#
Bsus4 2,x,x,1,1,2,4,1;4;5,x,x,F#,B,E,B
Bsus4 3,1,1,3,4,1,1,1;4;5,B,E,B,E,F#,B
Bsus4 4,x,1,3,3,4,x,1;4;5,x,B,F#,B,E,x
Bsus4 5,x,1,3,4,0,0,1;4;5,x,B,F#,B,B,E
Bb5 1,x,1,3,x,x,x,1;5,x,Bb,F,x,x,x
Bb5 2,1,3,x,x,x,x,1;5,Bb,F,x,x,x,x
Bb5 3,1,3,4,x,x,x,1;5,Bb,F,Bb,x,x,x
Bb5 4,x,1,1,x,x,x,1;5,x,F,Bb,x,x,x
Bb5 5,1,1,3,x,x,x,1;5,F,Bb,F,x,x,x
Bb5 6,x,1,3,4,x,x,1;5,x,Bb,F,Bb,x,x
Bb5 7,1,1,x,x,x,x,1;5,F,Bb,x,x,x,x
Bb5 8,x,x,x,1,4,x,1;5,x,x,x,Bb,F,x
Bb5 9,x,x,1,1,x,x,1;5,x,x,F,Bb,x,x
Bb5 10,x,x,1,3,4,x,1;5,x,x,Bb,F,Bb,x
Bb5 11,x,x,1,4,x,x,1;5,x,x,Bb,F,x,x
Bb6 1,x,1,3,3,3,3,1;3;5;6,x,Bb,F,Bb,D,G
Bb6 2,1,x,3,2,4,1,1;3;5;6,Bb,x,Bb,D,G,Bb
Bb6 3,x,x,1,3,1,4,1;3;5;6,x,x,Bb,F,G,D
Bb6 4,3,1,2,0,x,x,1;3;5;6,Bb,D,G,G,x,x
Bb6 5,x,1,x,0,3,4,1;3;5;6,x,Bb,x,G,D,G
Bb6 6,x,1,x,0,4,x,1;3;5;6,x,Bb,x,G,D,x
Bb6 7,2,x,1,4,3,x,1;3;5;6,Bb,x,G,D,F,x
Bb6 8,x,x,3,3,3,3,1;3;5;6,x,x,F,Bb,D,G
Bb6 9,x,1,3,0,4,x,1;3;5;6,x,Bb,F,G,D,x
Bb6 10,2,1,0,0,3,4,1;3;5;6,Bb,D,D,G,F,Bb
Bb6 11,2,x,1,3,x,x,1;3;5;6,Bb,x,G,D,x,x
Bb6 12,2,x,1,3,4,x,1;3;5;6,Bb,x,G,D,G,x
Bb6 13,x,x,3,2,4,1,1;3;5;6,x,x,Bb,D,G,Bb
Bb6 14,1,x,x,0,2,x,1;3;5;6,Bb,x,x,G,F,x
Bb6 15,x,2,3,1,4,x,1;3;5;6,x,Bb,F,G,D,x
Bb6 16,x,x,1,1,1,1,1;3;5;6,x,x,F,Bb,D,G
Bb6 17,x,1,3,1,2,1,1;3;5;6,x,G,D,F,Bb,D
Bb6 18,x,x,1,4,2,3,1;3;5;6,x,x,G,D,F,Bb
Bb6 19,x,1,x,x,3,4,1;3;5;6,x,Bb,x,x,D,G
Bb6 20,x,1,3,0,x,x,1;3;5;6,x,Bb,F,G,x,x
Bb6 21,1,x,0,0,4,x,1;3;5;6,Bb,x,D,G,G,x
Bb6 22,x,1,0,0,4,x,1;3;5;6,x,Bb,D,G,D,x
Bb7 1,x,1,3,1,4,1,1;3;5;b7,x,Bb,F,Ab,D,F
Bb7 2,1,3,1,2,4,1,1;3;5;b7,Bb,F,Ab,D,Ab,Bb
Bb7 3,x,x,1,3,2,4,1;3;5;b7,x,x,Bb,F,Ab,D
Bb7 4,1,3,1,2,1,1,1;3;5;b7,Bb,F,Ab,D,F,Bb
Bb7 5,x,x,1,3,2,x,1;3;5;b7,x,x,Ab,D,F,x
Bb7 6,x,x,1,1,1,3,1;3;5;b7,x,x,F,Bb,D,Ab
Bb7 7,1,x,2,3,x,x,1;3;5;b7,Bb,x,Ab,D,x,x
Bb7 8,x,2,0,3,x,x,1;3;5;b7,x,Bb,D,Ab,x,x
Bb7 9,x,x,x,3,2,1,1;3;5;b7,x,x,x,D,F,Ab
Bb7 10,x,x,x,1,4,x,1;3;5;b7,x,x,x,D,Ab,x
Bb7 11,x,x,x,2,1,3,1;3;5;b7,x,x,x,F,Ab,D
Bb7 12,1,x,2,4,3,x,1;3;5;b7,Bb,x,Ab,D,F,x
Bb7 13,x,x,1,2,1,1,1;3;5;b7,x,x,Ab,D,F,Bb
Bb7 14,x,2,1,3,x,x,1;3;5;b7,x,Bb,D,Ab,x,x
Bb7 15,x,x,x,1,1,2,1;3;5;b7,x,x,x,Bb,D,Ab
Bb7 16,x,x,x,2,4,1,1;3;5;b7,x,x,x,D,Ab,Bb
