Chord,E,A,D,G,B,E2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
Ab7 9,1,3,x,2,4,x,1;3;5;b7,Ab,Eb,C,Gb,x,x
Ab7 10,x,x,1,2,1,1,1;3;5;b7,Gb,C,Eb,Ab,x,x
Ab7 11,x,x,2,3,1,4,1;3;5;b7,C,Gb,Ab,Eb,x,x
Ab7 12,1,3,1,2,4,x,1;3;5;b7,Ab,Eb,Gb,C,Gb,x
Ab9 1,x,1,3,2,4,x,1;3;5;b7;9,C,Gb,Bb,Eb,x,x
Ab9 2,x,x,2,1,3,4,1;3;5;b7;9,Gb,Bb,Eb,Ab,x,x
Ab9 3,x,2,1,3,4,x,1;3;5;b7;9,Ab,C,Gb,Bb,x,x
Ab11 1,3,x,4,2,1,1,1;3;5;b7;9;11,Ab,Gb,Bb,Db,Gb,x
Ab11 2,x,x,1,1,2,1,1;3;5;b7;9;11,Ab,Db,Gb,Bb,x,x
Ab11 3,x,1,1,1,1,1,1;3;5;b7;9;11,Ab,Db,Gb,Bb,Eb,x
Ab13 1,3,x,4,2,1,1,1;3;5;b7;9;11;13,Ab,Gb,Bb,C,F,x
Ab13 2,1,x,1,2,3,4,1;3;5;b7;9;11;13,Ab,Gb,C,F,Bb,x
Ab13 3,x,2,1,3,3,4,1;3;5;b7;9;11;13,Ab,C,Gb,Bb,F,x
Ab13 4,1,x,2,3,4,x,1;3;5;b7;9;11;13,Ab,Gb,C,F,x,x
Ab13 5,x,x,1,3,3,4,1;3;5;b7;9;11;13,C,Gb,Bb,F,x,x
Ab43991 1,2,1,1,1,3,4,1;3;5;6;9,Ab,C,F,Bb,Eb,Ab
Ab43991 2,x,x,2,1,3,4,1;3;5;6;9,Ab,C,F,Bb,x,x
Ab43991 3,x,2,1,1,3,4,1;3;5;6;9,Ab,C,F,Bb,Eb,x
Ab7(#11) 1,2,x,3,4,1,x,1;3;5;b7;#11,Ab,Gb,C,D,x,x
Ab7(#11) 2,1,x,1,4,x,x,1;3;5;b7;#11,Ab,Gb,D,x,x,x
Ab7(#5) 1,1,x,1,2,3,1,1;3;#5;b7,Ab,Gb,C,E,Ab,x
Ab7(#5) 2,x,1,2,1,1,x,1;3;#5;b7,Gb,C,E,Ab,x,x
Ab7(#5) 3,x,1,4,1,3,2,1;3;#5;b7,Ab,E,Gb,C,E,x
Ab7(#5) 4,1,x,2,3,4,x,1;3;#5;b7,Ab,Gb,C,E,x,x
Ab7(#5) 5,x,x,1,2,3,1,1;3;#5;b7,Gb,C,E,Ab,x,x
Ab7(#9) 1,2,1,3,3,3,3,1;3;5;b7;#9,Ab,C,Gb,B,Eb,Ab
Ab7(#9) 2,1,3,1,2,1,4,1;3;5;b7;#9,Ab,Eb,Gb,C,Eb,B
Ab7(#9) 3,x,2,1,3,4,x,1;3;5;b7;#9,Ab,C,Gb,B,x,x
Ab7(b9) 1,3,2,4,1,x,x,1;3;5;b7;b9,Ab,C,Gb,Bbb,x,x
Ab7(b9) 2,1,x,1,2,1,3,1;3;5;b7;b9,Ab,Gb,C,Eb,Bbb,x
Ab7(b9) 3,x,2,1,3,1,x,1;3;5;b7;b9,Ab,C,Gb,Bbb,x,x
Ab7b5 1,x,x,2,4,1,3,1;3;b5;b7,Gb,C,Ebb,Ab,x,x
Ab7b5 2,1,3,2,4,x,x,1;3;b5;b7,Ab,Ebb,Gb,C,x,x
Ab7b5 3,x,x,1,2,3,4,1;3;b5;b7,Ab,Ebb,Gb,C,x,x
Ab7sus4 1,x,x,1,1,2,3,1;4;5;b7,Eb,Ab,Db,Gb,x,x
Ab7sus4 2,1,3,1,4,1,1,1;4;5;b7,Ab,Eb,Gb,Db,Eb,Ab
Ab7sus4 3,x,x,1,3,2,4,1;4;5;b7,Ab,Eb,Gb,Db,x,x
Ab7sus4 4,4,x,1,3,2,x,1;4;5;b7,Db,Ab,Eb,Gb,x,x
Ab9b5 1,2,1,3,1,1,4,1;3;b5;b7;9,Ab,C,Gb,Bb,Ebb,Ab
Ab9b5 2,x,x,1,2,3,1,1;3;b5;b7;9,Ab,Ebb,Gb,Bb,x,x
Ab9b5 3,1,2,1,3,4,1,1;3;b5;b7;9,Ebb,Ab,C,Gb,Bb,Ebb
Abaug 1,x,3,2,1,1,x,1;3;#5,E,Ab,C,E,x,x
Abaug 2,4,3,2,1,x,x,1;3;#5,C,E,Ab,C,x,x
Abaug 3,x,x,4,2,3,1,1;3;#5,E,Ab,C,E,x,x
Abdim 1,x,x,4,3,1,2,1;b3;b5,Ab,Cb,Ebb,Ab,x,x
Abdim 2,x,1,2,4,3,x,1;b3;b5,Ab,Ebb,Ab,Cb,x,x
Abdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Ab,Ebb,Gbb,Cb,x,x
Abdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,Gbb,Cb,Ebb,Ab,x,x
Abdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,Cb,Gbb,Ab,Ebb,x,x
Abdim7 4,3,x,1,4,2,x,1;b3;b5;bb7,Ab,Gbb,Cb,Ebb,x,x
Abdim7 5,x,x,1,3,2,4,1;b3;b5;bb7,Ab,Ebb,Gbb,Cb,x,x
Abm 1,1,3,4,1,1,1,1;b3;5,Ab,Eb,Ab,Cb,Eb,Ab
Abm 2,x,x,1,3,4,2,1;b3;5,Ab,Eb,Ab,Cb,x,x
Abm 3,x,1,3,4,2,1,1;b3;5,Ab,Eb,Ab,Cb,Eb,x
Abm 4,x,3,x,1,1,x,1;b3;5,Eb,Cb,Eb,x,x,x
Abm11 1,2,x,3,4,1,x,1;b3;5;b7;9;11,Ab,Gb,Cb,Db,x,x
Abm6 1,x,x,1,2,0,3,1;b3;5;6,Eb,Ab,Cb,F,x,x
Abm6 2,1,x,3,1,4,1,1;b3;5;6,Ab,Ab,Cb,F,Ab,x
Abm6 3,x,3,1,2,1,x,1;b3;5;6,Ab,Cb,F,Ab,x,x
Abm7 1,1,3,1,1,4,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Gb,Ab
Abm7 2,x,x,1,4,2,3,1;b3;5;b7,Ab,Eb,Gb,Cb,x,x
Abm7 3,x,1,3,1,2,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,x
Abm7 4,2,x,3,3,3,x,1;b3;5;b7,Ab,Gb,Cb,Eb,x,x
Abm7 5,1,3,1,1,1,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,Ab
Abm7 6,1,3,1,1,1,x,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,x
Abm7b5 1,2,x,3,4,1,x,1;b3;b5;b7,Ab,Gb,Cb,Ebb,x,x
Abm9 1,1,3,1,1,1,4,1;b3;5;b7;9,Ab,Eb,Gb,Cb,Eb,Bb
Abm9 2,x,x,2,1,4,3,1;b3;5;b7;9,Ab,Cb,Gb,Bb,x,x
Abm9 3,x,2,1,3,4,x,1;b3;5;b7;9,Ab,Cb,Gb,Bb,x,x
Abmaj 1,x,x,1,1,1,4,1;3;5,Eb,Ab,C,Ab,x,x
Abmaj 2,1,3,4,2,1,1,1;3;5,Ab,Eb,Ab,C,Eb,Ab
Abmaj 3,x,4,3,1,2,1,1;3;5,Ab,C,Eb,Ab,C,x
Abmaj 4,4,x,1,1,1,x,1;3;5,Ab,Eb,Ab,C,x,x
Abmaj 5,x,3,1,1,1,x,1;3;5,C,Eb,Ab,C,x,x
Abmaj 6,x,1,4,3,2,x,1;3;5,C,Ab,C,Eb,x,x
Abmaj 7,x,1,4,4,4,x,1;3;5,Ab,Eb,Ab,C,x,x
Abmaj 8,1,x,3,1,2,x,1;3;5,C,C,Eb,Ab,x,x
Abmaj 9,x,x,3,2,1,1,1;3;5,Ab,C,Eb,Ab,x,x
Abmaj 10,x,x,x,3,4,1,1;3;5,Ab,C,Eb,x,x,x
Abmaj 11,x,x,1,1,1,x,1;3;5,Eb,Ab,C,x,x,x
Abmaj 12,1,3,4,2,x,x,1;3;5,Ab,Eb,Ab,C,x,x
Abmaj 13,x,4,3,1,x,x,1;3;5,Ab,C,Eb,x,x,x
Abmaj 14,x,3,4,2,1,x,1;3;5,Eb,Ab,C,Eb,x,x
Abmaj 15,1,x,x,2,1,1,1;3;5,Ab,C,Eb,Ab,x,x
Abmaj 16,2,1,x,x,x,x,1;3;5,Ab,C,x,x,x,x
Abmaj 17,x,3,4,2,1,1,1;3;5,Eb,Ab,C,Eb,Ab,x
Abmaj 18,3,x,1,4,x,x,1;3;5,C,Ab,Eb,x,x,x
Abmaj 19,x,1,2,3,4,1,1;3;5,Ab,Eb,Ab,C,Eb,x
Abmaj13 1,2,1,1,1,3,1,1;3;5;7;9;11;13,Ab,C,F,Bb,Eb,G
Abmaj13 2,1,x,2,3,4,x,1;3;5;7;9;11;13,Ab,G,C,F,x,x
Abmaj13 3,2,x,1,1,4,1,1;3;5;7;9;11;13,Ab,F,Bb,F,G,x
Abmaj13 4,x,1,1,1,2,1,1;3;5;7;9;11;13,C,F,Bb,Eb,G,x
Abmaj7 1,x,x,4,3,2,1,1;3;5;7,Ab,C,Eb,G,x,x
Abmaj7 2,1,4,2,3,1,x,1;3;5;7,Ab,Eb,G,C,Eb,x
Abmaj7 3,x,4,3,1,1,1,1;3;5;7,Ab,C,Eb,G,C,x
Abmaj7 4,2,1,4,0,x,x,1;3;5;7,Ab,C,G,G,x,x
Abmaj7 5,1,x,3,4,2,x,1;3;5;7,Ab,G,C,Eb,x,x
Abmaj7 6,x,1,x,x,2,4,1;3;5;7,Ab,C,G,x,x,x
Abmaj7 7,x,x,x,1,1,1,1;3;5;7,Eb,G,C,x,x,x
Abmaj7 8,x,x,x,3,2,1,1;3;5;7,C,Eb,G,x,x,x
Abmaj7 9,x,x,x,2,4,1,1;3;5;7,G,C,Eb,x,x,x
Abmaj7 10,x,3,2,0,1,x,1;3;5;7,Ab,C,G,Ab,x,x
Abmaj7 11,1,x,2,3,x,x,1;3;5;7,Ab,G,C,x,x,x
Abmaj7 12,x,2,x,0,1,4,1;3;5;7,G,G,Ab,Eb,x,x
Abmaj7 13,2,x,3,4,2,1,1;3;5;7,Ab,G,C,Eb,G,x
Abmaj7 14,x,x,1,3,3,3,1;3;5;7,Ab,Eb,G,C,x,x
Abmaj9 1,2,1,4,1,3,x,1;3;5;7;9,Ab,C,G,Bb,Eb,x
Abmaj9 2,x,x,4,1,2,1,1;3;5;7;9,Ab,Bb,Eb,G,x,x
Abmaj9 3,x,2,1,4,3,x,1;3;5;7;9,Ab,C,G,Bb,x,x
Absus4 1,x,x,1,1,2,4,1;4;5,Eb,Ab,Db,Ab,x,x
Absus4 2,1,1,3,4,1,1,1;4;5,Ab,Db,Ab,Db,Eb,Ab
Absus4 3,x,x,1,2,3,4,1;4;5,Ab,Eb,Ab,Db,x,x
Absus4 4,1,x,3,3,x,x,1;4;5,Ab,Ab,Db,x,x,x
B5 1,1,3,x,x,x,x,1;5,B,F#,x,x,x,x
B5 2,x,1,3,4,x,x,1;5,B,F#,B,x,x,x
B5 3,x,1,3,x,x,x,1;5,B,F#,x,x,x,x
B5 4,x,1,3,4,0,x,1;5,B,F#,B,B,x,x
B5 5,1,3,4,x,x,x,1;5,B,F#,B,x,x,x
B5 6,1,1,3,x,x,x,1;5,F#,B,F#,x,x,x
B5 7,x,x,1,3,4,x,1;5,B,F#,B,x,x,x
B5 8,x,x,x,1,4,x,1;5,B,F#,x,x,x,x
B6 1,x,3,1,2,0,x,1;3;5;6,B,D#,G#,B,x,x
B6 2,x,1,3,3,3,3,1;3;5;6,B,F#,B,D#,G#,x
B6 3,1,x,3,2,4,1,1;3;5;6,B,B,D#,G#,B,x
B6 4,x,1,4,x,x,x,1;3;5;6,B,G#,x,x,x,x
B6 5,x,x,1,1,1,1,1;3;5;6,F#,B,D#,G#,x,x
B7 1,x,2,1,3,0,4,1;3;5;b7,B,D#,A,B,F#,x
B7 2,x,1,3,1,4,1,1;3;5;b7,B,F#,A,D#,F#,x
B7 3,1,3,1,2,4,1,1;3;5;b7,B,F#,A,D#,A,B
B7 4,x,1,3,3,3,4,1;3;5;b7,B,F#,B,D#,A,x
B7 5,1,3,1,2,1,1,1;3;5;b7,B,F#,A,D#,F#,B
B7 6,x,2,1,2,x,x,1;3;5;b7,B,D#,A,x,x,x
B7 7,x,2,1,3,0,4,1;3;5;b7,B,D#,A,B,F#,x
B7 8,x,3,2,4,1,x,1;3;5;b7,B,D#,A,B,x,x
B7 9,x,x,1,1,1,3,1;3;5;b7,F#,B,D#,A,x,x
B7 10,1,x,2,4,3,x,1;3;5;b7,B,A,D#,F#,x,x
B7 11,x,0,1,2,1,1,1;3;5;b7,A,A,D#,F#,B,x
B7 12,x,2,1,3,0,x,1;3;5;b7,B,D#,A,B,x,x
B7 13,2,0,1,3,0,4,1;3;5;b7,F#,A,D#,A,B,F#
B7 14,2,x,1,3,x,x,1;3;5;b7,F#,D#,A,x,x,x
B7 15,x,2,1,3,x,4,1;3;5;b7,B,D#,A,F#,x,x
B7 16,2,x,1,3,0,4,1;3;5;b7,F#,D#,A,B,F#,x
B7 17,x,0,1,1,1,3,1;3;5;b7,A,F#,B,D#,A,x
B7 18,1,x,2,3,x,x,1;3;5;b7,B,A,D#,x,x,x
B9 1,x,2,1,3,4,x,1;3;5;b7;9,B,D#,A,C#,x,x
B9 2,x,1,3,2,4,x,1;3;5;b7;9,D#,A,C#,F#,x,x
B9 3,x,x,2,1,3,4,1;3;5;b7;9,A,C#,F#,B,x,x
B11 1,x,1,1,1,1,1,1;3;5;b7;9;11,B,E,A,C#,F#,x
B11 2,3,x,4,2,1,1,1;3;5;b7;9;11,B,A,C#,E,A,x
B11 3,x,x,1,1,2,1,1;3;5;b7;9;11,B,E,A,C#,x,x
B13 1,x,2,1,3,3,4,1;3;5;b7;9;11;13,B,D#,A,C#,G#,x
B13 2,4,x,3,2,1,1,1;3;5;b7;9;11;13,B,A,C#,D#,G#,x
B13 3,1,x,1,2,3,4,1;3;5;b7;9;11;13,B,A,D#,G#,C#,x
B13 4,1,3,1,2,4,1,1;3;5;b7;9;11;13,B,F#,A,D#,G#,B
B13 5,1,x,2,3,4,x,1;3;5;b7;9;11;13,B,A,D#,G#,x,x
B13 6,x,1,3,2,4,x,1;3;5;b7;9;11;13,D#,A,C#,F#,x,x
B13 7,x,x,1,2,3,1,1;3;5;b7;9;11;13,A,D#,G#,B,x,x
B13 8,1,4,1,2,1,1,1;3;5;b7;9;11;13,B,G#,A,D#,F#,B
B43991 1,x,2,1,1,3,4,1;3;5;6;9,B,D#,G#,C#,F#,x
B43991 2,2,1,1,1,3,4,1;3;5;6;9,B,D#,G#,C#,F#,B
B43991 3,x,x,2,1,3,4,1;3;5;6;9,B,D#,G#,C#,x,x
B13(#11) 1,3,x,4,2,1,1,1;3;5;b7;9;#11;13,B,A,C#,D#,G#,x
B7(#11) 1,2,x,3,4,1,x,1;3;5;b7;#11,B,A,D#,E#,x,x
B7(#5) 1,x,0,1,0,0,4,1;3;#5;b7,A,D#,F##,B,F##,x
B7(#5) 2,x,1,4,1,3,2,1;3;#5;b7,B,F##,A,D#,F##,x
B7(#5) 3,1,x,1,2,3,1,1;3;#5;b7,B,A,D#,F##,B,x
B7(#9) 1,x,2,1,3,4,x,1;3;5;b7;#9,B,D#,A,C##,x,x
B7(#9) 2,2,1,3,3,3,x,1;3;5;b7;#9,B,D#,A,C##,F#,x
B7(#9) 3,1,3,1,2,1,4,1;3;5;b7;#9,B,F#,A,D#,F#,C##
B7(#9) 4,x,1,x,2,3,x,1;3;5;b7;#9,B,A,C##,x,x,x
B7(b9) 1,x,2,1,3,1,x,1;3;5;b7;b9,B,D#,A,C,x,x
B7(b9) 2,3,2,4,1,x,x,1;3;5;b7;b9,B,D#,A,C,x,x
B7(b9) 3,1,x,1,2,1,3,1;3;5;b7;b9,B,A,D#,F#,B,x
B7(b9) 4,x,2,1,3,1,4,1;3;5;b7;b9,B,D#,A,C,F#,x
B7(b9) 5,1,x,2,3,x,4,1;3;5;b7;b9,B,A,D#,C,x,x
B7(b9) 6,x,2,3,1,4,x,1;3;5;b7;b9,D#,A,C,F#,x,x
B7b5 1,x,1,2,1,3,x,1;3;b5;b7,B,F,A,D#,x,x
B7b5 2,x,x,2,4,1,3,1;3;b5;b7,A,D#,F,B,x,x
B7b5 3,x,x,1,2,3,4,1;3;b5;b7,B,F,A,D#,x,x
B7sus4 1,x,1,2,3,0,0,1;4;5;b7,B,E,A,B,E,x
B7sus4 2,x,1,3,1,4,1,1;4;5;b7,B,F#,A,E,F#,x
B7sus4 3,1,3,1,4,1,1,1;4;5;b7,B,F#,A,E,F#,B
B9b5 1,1,2,1,3,4,1,1;3;b5;b7;9,F,B,D#,A,C#,F
B9b5 2,2,1,3,1,1,4,1;3;b5;b7;9,B,D#,A,C#,F,B
B9b5 3,x,x,1,2,3,1,1;3;b5;b7;9,B,F,A,C#,x,x
Baug 1,x,3,2,0,0,x,1;3;#5,B,D#,F##,B,x,x
Baug 2,4,3,2,0,x,x,1;3;#5,F##,B,D#,F##,x,x
Baug 3,x,x,4,2,3,1,1;3;#5,D#,F##,B,D#,x,x
Bdim 1,x,1,2,4,3,x,1;b3;b5,B,F,B,D,x,x
Bdim 2,x,x,4,3,1,2,1;b3;b5,B,D,F,B,x,x
Bdim 3,x,x,1,2,4,3,1;b3;b5,B,F,B,D,x,x
Bdim 4,x,x,x,3,2,1,1;b3;b5,B,D,F,x,x,x
Bdim 5,x,4,2,1,x,x,1;b3;b5,B,D,F,x,x,x
Bdim7 1,2,4,1,3,x,x,1;b3;b5;bb7,Ab,D,F,B,x,x
Bdim7 2,x,2,3,1,4,x,1;b3;b5;bb7,D,Ab,B,F,x,x
Bdim7 3,x,x,1,3,2,4,1;b3;b5;bb7,B,F,Ab,D,x,x
Bdim7 4,x,2,3,1,4,x,1;b3;b5;bb7,B,F,Ab,D,x,x
Bdim7 5,x,x,1,2,1,3,1;b3;b5;bb7,Ab,D,F,B,x,x
Bdim7 6,2,x,1,3,1,x,1;b3;b5;bb7,B,Ab,D,F,x,x
Bdim7 7,x,x,0,3,0,4,1;b3;b5;bb7,D,Ab,B,F,x,x
Bm 1,x,1,3,4,2,1,1;b3;5,B,F#,B,D,F#,x
Bm 2,1,3,4,1,1,1,1;b3;5,B,F#,B,D,F#,B
Bm 3,x,x,1,3,4,2,1;b3;5,B,F#,B,D,x,x
Bm 4,x,x,3,4,2,1,1;b3;5,F#,B,D,F#,x,x
Bm 5,x,1,3,4,2,x,1;b3;5,B,F#,B,D,x,x
Bm 6,x,x,3,2,4,1,1;b3;5,D,F#,B,D,x,x
Bm 7,x,1,3,4,2,1,1;b3;5,B,F#,B,D,F#,x
Bm 8,x,3,4,1,1,1,1;b3;5,F#,B,D,F#,B,x
Bm 9,x,x,3,1,1,1,1;b3;5,B,D,F#,B,x,x
Bm 10,x,x,x,3,2,1,1;b3;5,B,D,F#,x,x,x
Bm 11,2,x,0,3,x,x,1;b3;5,B,D,D,x,x,x
Bm 12,x,1,0,x,x,x,1;b3;5,B,D,x,x,x,x
Bm 13,1,x,3,1,1,x,1;b3;5,B,B,D,F#,x,x
Bm(maj7) 1,x,1,3,4,2,x,1;b3;5;7,A#,F#,B,D,x,x
Bm11 1,2,x,3,4,1,x,1;b3;5;b7;9;11,B,A,D,E,x,x
Bm11 2,x,2,0,3,4,0,1;b3;5;b7;9;11,B,D,A,C#,E,x
Bm11 3,x,x,4,3,1,x,1;b3;5;b7;9;11,A,C#,D,x,x,x
Bm11 4,x,0,3,4,2,0,1;b3;5;b7;9;11,A,F#,B,D,E,x
Bm11 5,x,1,x,3,4,0,1;b3;5;b7;9;11,B,A,C#,E,x,x
Bm11 6,1,x,0,3,4,0,1;b3;5;b7;9;11,B,D,E,A,E,x
Bm11 7,2,x,3,4,0,0,1;b3;5;b7;9;11,B,A,D,B,E,x
Bm6 1,x,2,0,1,0,3,1;b3;5;6,B,D,G#,B,F#,x
Bm6 2,x,1,x,3,2,4,1;b3;5;6,B,B,D,G#,x,x
Bm6 3,1,x,3,1,4,1,1;b3;5;6,B,B,D,G#,B,x
Bm6 4,x,1,2,1,3,x,1;b3;5;6,G#,D,F#,B,x,x
Bm7 1,x,2,0,3,0,4,1;b3;5;b7,B,D,A,B,F#,x
Bm7 2,x,1,3,1,2,1,1;b3;5;b7,B,F#,A,D,F#,x
Bm7 3,1,3,1,1,4,1,1;b3;5;b7,B,F#,A,D,A,B
Bm7 4,2,x,3,3,x,x,1;b3;5;b7,B,A,D,x,x,x
Bm7 5,1,3,1,1,1,1,1;b3;5;b7,B,F#,A,D,F#,B
Bm7 6,2,x,3,3,3,x,1;b3;5;b7,B,A,D,F#,x,x
Bm7 7,x,2,0,3,4,x,1;b3;5;b7,B,D,A,D,x,x
Bm7 8,x,2,x,3,4,x,1;b3;5;b7,B,A,D,x,x,x
Bm7 9,x,x,1,3,2,2,1;b3;5;b7,B,F#,A,D,x,x
Bm7 10,x,x,1,1,1,1,1;b3;5;b7,A,D,F#,B,x,x
Bm7 11,2,x,1,4,3,x,1;b3;5;b7,D,B,F#,A,x,x
Bm7 12,x,x,0,1,0,2,1;b3;5;b7,D,A,B,F#,x,x
Bm7 13,x,x,2,3,1,4,1;b3;5;b7,F#,B,D,A,x,x
Bm7 14,x,2,1,1,x,3,1;b3;5;b7,D,F#,B,A,x,x
Bm7 15,x,4,1,2,0,x,1;b3;5;b7,F#,A,D,B,x,x
Bm7 16,x,0,2,3,1,x,1;b3;5;b7,A,F#,B,D,x,x
Bm7b5 1,x,2,0,3,4,1,1;b3;b5;b7,B,D,A,D,F,x
Bm7b5 2,x,1,2,1,3,x,1;b3;b5;b7,B,F,A,D,x,x
Bm7b5 3,2,x,3,4,1,x,1;b3;b5;b7,B,A,D,F,x,x
Bm7b5 4,x,1,3,2,4,x,1;b3;b5;b7,B,F,A,D,x,x
Bm9 1,x,1,0,2,3,x,1;b3;5;b7;9,B,D,A,C#,x,x
Bm9 2,3,1,4,2,x,x,1;b3;5;b7;9,B,D,A,C#,x,x
Bm9 3,1,3,1,1,1,4,1;b3;5;b7;9,B,F#,A,D,F#,C#
Bmaj 1,1,3,4,2,1,1,1;3;5,B,F#,B,D#,F#,B
Bmaj 2,x,x,1,2,4,3,1;3;5,B,F#,B,D#,x,x
Bmaj13 1,x,1,1,1,2,1,1;3;5;7;9;11;13,D#,G#,C#,F#,A#,x
Bmaj13 2,1,1,3,2,1,4,1;3;5;7;9;11;13,F#,B,F#,A#,C#,G#
Bmaj7 1,x,1,3,2,4,1,1;3;5;7,B,F#,A#,D#,F#,x
Bmaj7 2,1,4,2,3,1,x,1;3;5;7,B,F#,A#,D#,F#,x
Bmaj7 3,x,x,4,3,2,1,1;3;5;7,B,D#,F#,A#,x,x
Bmaj7 4,x,1,3,2,4,x,1;3;5;7,B,F#,A#,D#,x,x
Bmaj7 5,1,x,3,4,2,x,1;3;5;7,B,A#,D#,F#,x,x
Bmaj9 1,x,2,1,4,3,x,1;3;5;7;9,B,D#,A#,C#,x,x
Bmaj9 2,2,1,4,1,x,x,1;3;5;7;9,B,D#,A#,C#,x,x
Bmaj9 3,x,x,4,1,2,1,1;3;5;7;9,B,C#,F#,A#,x,x
Bmajm 1,x,1,2,3,4,1,1;3;5,B,F#,B,D#,E#,x
Bsus4 1,x,1,2,3,4,1,1;4;5,B,F#,B,E,F#,x
Bsus4 2,x,x,1,1,2,4,1;4;5,F#,B,E,B,x,x
Bsus4 3,1,1,3,4,1,1,1;4;5,B,E,B,E,F#,B
Bsus4 4,x,1,3,3,4,x,1;4;5,B,F#,B,E,x,x
Bsus4 5,x,1,3,4,0,0,1;4;5,B,F#,B,B,E,x
Bb5 1,x,1,3,x,x,x,1;5,Bb,F,x,x,x,x
Bb5 2,1,3,x,x,x,x,1;5,Bb,F,x,x,x,x
Bb5 3,1,3,4,x,x,x,1;5,Bb,F,Bb,x,x,x
Bb5 4,x,1,1,x,x,x,1;5,F,Bb,x,x,x,x
Bb5 5,1,1,3,x,x,x,1;5,F,Bb,F,x,x,x
Bb5 6,x,1,3,4,x,x,1;5,Bb,F,Bb,x,x,x
Bb5 7,1,1,x,x,x,x,1;5,F,Bb,x,x,x,x
Bb5 8,x,x,x,1,4,x,1;5,Bb,F,x,x,x,x
Bb5 9,x,x,1,1,x,x,1;5,F,Bb,x,x,x,x
Bb5 10,x,x,1,3,4,x,1;5,Bb,F,Bb,x,x,x
Bb5 11,x,x,1,4,x,x,1;5,Bb,F,x,x,x,x
Bb6 1,x,1,3,3,3,3,1;3;5;6,Bb,F,Bb,D,G,x
Bb6 2,1,x,3,2,4,1,1;3;5;6,Bb,Bb,D,G,Bb,x
Bb6 3,x,x,1,3,1,4,1;3;5;6,Bb,F,G,D,x,x
Bb6 4,3,1,2,0,x,x,1;3;5;6,Bb,D,G,G,x,x
Bb6 5,x,1,x,0,3,4,1;3;5;6,Bb,G,D,G,x,x
Bb6 6,x,1,x,0,4,x,1;3;5;6,Bb,G,D,x,x,x
Bb6 7,2,x,1,4,3,x,1;3;5;6,Bb,G,D,F,x,x
Bb6 8,x,x,3,3,3,3,1;3;5;6,F,Bb,D,G,x,x
Bb6 9,x,1,3,0,4,x,1;3;5;6,Bb,F,G,D,x,x
Bb6 10,2,1,0,0,3,4,1;3;5;6,Bb,D,D,G,F,Bb
Bb6 11,2,x,1,3,x,x,1;3;5;6,Bb,G,D,x,x,x
Bb6 12,2,x,1,3,4,x,1;3;5;6,Bb,G,D,G,x,x
Bb6 13,x,x,3,2,4,1,1;3;5;6,Bb,D,G,Bb,x,x
Bb6 14,1,x,x,0,2,x,1;3;5;6,Bb,G,F,x,x,x
Bb6 15,x,2,3,1,4,x,1;3;5;6,Bb,F,G,D,x,x
Bb6 16,x,x,1,1,1,1,1;3;5;6,F,Bb,D,G,x,x
Bb6 17,x,1,3,1,2,1,1;3;5;6,G,D,F,Bb,D,x
Bb6 18,x,x,1,4,2,3,1;3;5;6,G,D,F,Bb,x,x
Bb6 19,x,1,x,x,3,4,1;3;5;6,Bb,D,G,x,x,x
Bb6 20,x,1,3,0,x,x,1;3;5;6,Bb,F,G,x,x,x
Bb6 21,1,x,0,0,4,x,1;3;5;6,Bb,D,G,G,x,x
Bb6 22,x,1,0,0,4,x,1;3;5;6,Bb,D,G,D,x,x
Bb7 1,x,1,3,1,4,1,1;3;5;b7,Bb,F,Ab,D,F,x
Bb7 2,1,3,1,2,4,1,1;3;5;b7,Bb,F,Ab,D,Ab,Bb
Bb7 3,x,x,1,3,2,4,1;3;5;b7,Bb,F,Ab,D,x,x
Bb7 4,1,3,1,2,1,1,1;3;5;b7,Bb,F,Ab,D,F,Bb
Bb7 5,x,x,1,3,2,x,1;3;5;b7,Ab,D,F,x,x,x
Bb7 6,x,x,1,1,1,3,1;3;5;b7,F,Bb,D,Ab,x,x
Bb7 7,1,x,2,3,x,x,1;3;5;b7,Bb,Ab,D,x,x,x
Bb7 8,x,2,0,3,x,x,1;3;5;b7,Bb,D,Ab,x,x,x
Bb7 9,x,x,x,3,2,1,1;3;5;b7,D,F,Ab,x,x,x
Bb7 10,x,x,x,1,4,x,1;3;5;b7,D,Ab,x,x,x,x
Bb7 11,x,x,x,2,1,3,1;3;5;b7,F,Ab,D,x,x,x
Bb7 12,1,x,2,4,3,x,1;3;5;b7,Bb,Ab,D,F,x,x
Bb7 13,x,x,1,2,1,1,1;3;5;b7,Ab,D,F,Bb,x,x
Bb7 14,x,2,1,3,x,x,1;3;5;b7,Bb,D,Ab,x,x,x
Bb7 15,x,x,x,1,1,2,1;3;5;b7,Bb,D,Ab,x,x,x
Bb7 16,x,x,x,2,4,1,1;3;5;b7,D,Ab,Bb,x,x,x
