Root,Type,Type 2,E,A,D,G,B,E-2,Structure,Note1,Note2,Note3,Note4,Note5,Note6
F#,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,F#,C,Eb,A,,
F#,dim7,,1,2,3,1,4,1,1;b3;b5;bb7,F#,C,F#,A,Eb,F#
F#,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,F#,C,Eb,A,,
F#,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Eb,A,C,F#,,
F#,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,F#,Eb,A,C,,
F#,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Eb,A,C,F#,,
F#,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,C,F#,A,Eb,,
F#,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,C,A,Eb,F#,,
F#,aug,,x,3,2,1,1,x,1;3;#5,C##,F#,A#,C##,,
F#,aug,,4,3,2,1,x,x,1;3;#5,A#,C##,F#,A#,,
F#,aug,,x,x,4,2,3,1,1;3;#5,C##,F#,A#,C##,,
F#,aug,,2,1,0,x,x,x,1;3;#5,F#,A#,C##,,,
F#,aug,,x,3,2,1,1,x,1;3;#5,F#,A#,C##,F#,,
F#,maj,,1,3,4,2,1,1,1;3;5,F#,C#,F#,A#,C#,F#
F#,maj,,x,4,3,1,2,1,1;3;5,F#,A#,C#,F#,A#,
F#,maj,,x,1,3,3,3,x,1;3;5,F#,C#,F#,A#,,
F#,maj,,1,3,4,2,x,x,1;3;5,F#,C#,F#,A#,,
F#,maj,,x,x,3,1,2,x,1;3;5,A#,C#,F#,,,
F#,maj,,2,1,x,x,x,x,1;3;5,F#,A#,,,,
F#,maj,,x,x,x,1,3,2,1;3;5,C#,F#,A#,,,
F#,maj,,x,x,3,2,1,1,1;3;5,F#,A#,C#,F#,,
F#,maj,,x,x,3,3,3,x,1;3;5,C#,F#,A#,,,
F#,maj,,1,3,x,2,x,x,1;3;5,F#,C#,A#,,,
F#,maj,,1,4,x,x,x,x,1;3;5,A#,F#,,,,
F#,11,,2,x,3,1,0,0,1;3;5;b7;9;11,F#,E,G#,B,E,
F#,11,,x,x,1,1,2,1,1;3;5;b7;9;11,F#,B,E,G#,,
F#,11,,x,1,1,1,1,1,1;3;5;b7;9;11,F#,B,E,G#,C#,
F#,maj9,,x,x,4,1,2,1,1;3;5;7;9,F#,G#,C#,E#,,
F#,maj9,,x,4,1,1,1,1,1;3;5;7;9,F#,G#,C#,E#,A#,
F#,maj9,,x,2,1,4,3,x,1;3;5;7;9,F#,A#,E#,G#,,
F#,m11,,x,3,1,4,0,0,1;b3;5;b7;9;11,F#,A,E,B,E,
F#,m11,,1,3,4,1,0,0,1;b3;5;b7;9;11,F#,C#,F#,A,B,E
F#,m11,,x,1,1,1,2,x,1;b3;5;b7;9;11,F#,B,E,A,,
F#,m11,,2,x,3,4,0,x,1;b3;5;b7;9;11,F#,E,A,B,,
F#,m11,,2,x,3,4,0,0,1;b3;5;b7;9;11,F#,E,A,B,E,
F#,m11,,x,1,3,4,0,0,1;b3;5;b7;9;11,F#,C#,F#,B,E,
F#,m11,,x,x,3,1,4,x,1;b3;5;b7;9;11,C#,E,B,,,
F#,m11,,x,1,4,1,2,1,1;b3;5;b7;9;11,C#,A,B,E,G#,
F#,m,,1,3,4,1,1,1,1;b3;5,F#,C#,F#,A,C#,F#
F#,m,,x,x,1,3,4,2,1;b3;5,F#,C#,F#,A,,
F#,m,,x,1,3,4,2,1,1;b3;5,F#,C#,F#,A,C#,
F#,m,,x,1,3,4,2,x,1;b3;5,F#,C#,F#,A,,
F#,m,,x,x,3,1,1,1,1;b3;5,F#,A,C#,F#,,
F#,7b5,,1,3,2,4,x,x,1;3;b5;b7,F#,C,E,A#,,
F#,7b5,,x,x,1,2,3,4,1;3;b5;b7,F#,C,E,A#,,
F#,7b5,,x,1,2,1,3,x,1;3;b5;b7,F#,C,E,A#,,
F#,m7,,1,3,1,1,4,1,1;b3;5;b7,F#,C#,E,A,E,F#
F#,m7,,x,x,1,4,2,3,1;b3;5;b7,F#,C#,E,A,,
F#,m7,,x,1,3,1,2,1,1;b3;5;b7,F#,C#,E,A,C#,
F#,m7,,1,3,1,1,1,1,1;b3;5;b7,F#,C#,E,A,C#,F#
F#,m7,,x,2,1,3,4,x,1;b3;5;b7,F#,A,E,A,,
F#,m7,,2,x,3,3,3,x,1;b3;5;b7,F#,E,A,C#,,
F#,m7,,2,x,3,3,x,x,1;b3;5;b7,F#,E,A,,,
F#,m7,,x,2,x,3,4,x,1;b3;5;b7,F#,E,A,,,
F#,m7,,x,x,1,1,1,1,1;b3;5;b7,E,A,C#,F#,,
F#,m7,,1,3,1,1,1,4,1;b3;5;b7,F#,C#,E,A,C#,A
F#,dim,,1,2,3,1,x,x,1;b3;b5,F#,C,F#,A,,
F#,dim,,x,x,1,2,4,3,1;b3;b5,F#,C,F#,A,,
F#,dim,,x,1,2,3,4,x,1;b3;b5,F#,C,F#,A,,
F#,dim,,x,x,3,1,4,x,1;b3;b5,A,C,F#,,,
F#,dim,,2,x,4,3,1,x,1;b3;b5,F#,F#,A,C,,
F#,dim,,x,0,1,2,4,3,1;b3;b5,A,F#,C,F#,A,
F#,6,,1,x,3,2,4,1,1;3;5;6,F#,F#,A#,D#,F#,
F#,6,,x,4,2,3,1,x,1;3;5;6,F#,A#,D#,F#,,
F#,6,,x,1,3,3,3,3,1;3;5;6,F#,C#,F#,A#,D#,
F#,6,,2,x,1,4,3,x,1;3;5;6,F#,D#,A#,C#,,
F#,7(#5),,1,x,1,2,3,1,1;3;#5;b7,F#,E,A#,C##,F#,
F#,7(#5),,x,1,2,1,1,x,1;3;#5;b7,E,A#,C##,F#,,
F#,7(#5),,x,1,4,1,3,2,1;3;#5;b7,F#,C##,E,A#,C##,
F#,7sus4,,1,3,1,4,1,1,1;4;5;b7,F#,C#,E,B,C#,F#
F#,7sus4,,x,2,3,4,1,x,1;4;5;b7,F#,B,E,F#,,
F#,7sus4,,x,1,3,1,4,1,1;4;5;b7,F#,C#,E,B,C#,
F#,7sus4,,x,x,3,4,2,0,1;4;5;b7,F#,B,C#,E,,
F#,maj7,,1,4,2,3,1,x,1;3;5;7,F#,C#,E#,A#,C#,
F#,maj7,,x,4,3,1,1,1,1;3;5;7,F#,A#,C#,E#,A#,
F#,maj7,,x,1,3,2,4,1,1;3;5;7,F#,C#,E#,A#,C#,
F#,5,,1,3,x,x,x,x,1;5,F#,C#,,,,
F#,5,,1,3,4,x,x,x,1;5,F#,C#,F#,,,
F#,5,,x,1,3,4,x,x,1;5,F#,C#,F#,,,
F#,7(#11),,x,1,3,2,x,x,1;3;5;b7;#11,F#,B#,E,,,
F#,7(#11),,2,x,3,4,1,x,1;3;5;b7;#11,F#,E,A#,B#,,
F#,7(#11),,2,x,3,4,1,0,1;3;5;b7;#11,F#,E,A#,B#,E,
F#,m6,,1,x,3,1,4,1,1;b3;5;6,F#,F#,A,D#,F#,
F#,m6,,x,3,1,2,1,x,1;b3;5;6,F#,A,D#,F#,,
F#,m6,,x,1,x,3,2,4,1;b3;5;6,F#,F#,A,D#,,
F#,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,F#,E,A#,C#,G,
F#,7(b9),,x,x,2,1,3,1,1;3;5;b7;b9,F#,A#,E,G,,
F#,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,F#,A#,E,G,,
F#,m9,,1,3,1,1,1,4,1;b3;5;b7;9,F#,C#,E,A,C#,G#
F#,m9,,x,x,2,1,4,3,1;b3;5;b7;9,F#,A,E,G#,,
F#,m9,,x,2,1,3,4,x,1;b3;5;b7;9,F#,A,E,G#,,
F#,sus4,,1,1,3,4,1,1,1;4;5,F#,B,F#,B,C#,F#
F#,sus4,,x,3,4,1,2,x,1;4;5,F#,B,C#,F#,,
F#,sus4,,x,1,2,3,4,1,1;4;5,F#,C#,F#,B,C#,
F#,sus4,,x,1,3,3,4,x,1;4;5,F#,C#,F#,B,,
F#,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,F#,A#,D#,G#,C#,F#
F#,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,F#,A#,D#,G#,,
F#,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,F#,A#,D#,G#,C#,
G#,13,,3,x,4,2,1,1,1;3;5;b7;9;11;13,G#,F#,A#,B#,E#,
G#,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,G#,F#,B#,E#,A#,
G#,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,G#,B#,F#,A#,E#,
G#,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,G#,F#,B#,E#,,
G#,7(#9),,2,1,3,3,3,3,1;3;5;b7;#9,G#,B#,F#,A##,D#,G#
G#,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,G#,D#,F#,B#,D#,A##
G#,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,G#,B#,F#,A##,,
G#,9,,x,1,3,2,4,x,1;3;5;b7;9,B#,F#,A#,D#,,
G#,9,,x,x,2,1,3,4,1;3;5;b7;9,F#,A#,D#,G#,,
G#,9,,x,2,1,3,4,x,1;3;5;b7;9,G#,B#,F#,A#,,
G#,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,G#,B#,F#,A#,D,G#
G#,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,G#,D,F#,A#,,
G#,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,D,G#,B#,F#,A#,D
G#,7,,x,x,1,1,1,2,1;3;5;b7,D#,G#,B#,F#,,
G#,7,,1,3,1,2,4,1,1;3;5;b7,G#,D#,F#,B#,F#,G#
G#,7,,x,1,3,1,4,1,1;3;5;b7,G#,D#,F#,B#,D#,
G#,7,,1,3,1,2,1,1,1;3;5;b7,G#,D#,F#,B#,D#,G#
G#,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,G#,D,F,B,,
G#,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,F,B,D,G#,,
G#,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,B,F,G#,D,,
G#,dim7,,2,x,1,3,1,x,1;b3;b5;bb7,G#,F,B,D,,
G#,dim7,,x,x,x,2,1,3,1;b3;b5;bb7,F,G#,D,,,
G#,dim7,,x,x,x,2,1,3,1;b3;b5;bb7,G#,B,F,,,
G#,aug,,x,3,2,1,1,x,1;3;#5,D##,G#,B#,D##,,
G#,aug,,4,3,2,1,x,x,1;3;#5,B#,D##,G#,B#,,
G#,aug,,x,x,4,2,3,1,1;3;#5,D##,G#,B#,D##,,
G#,maj,,x,x,1,1,1,4,1;3;5,D#,G#,B#,G#,,
G#,maj,,1,3,4,2,1,1,1;3;5,G#,D#,G#,B#,D#,G#
G#,maj,,x,4,3,1,2,1,1;3;5,G#,B#,D#,G#,B#,
G#,maj,,x,3,1,1,1,x,1;3;5,B#,D#,G#,B#,,
G#,11,,3,x,4,2,1,1,1;3;5;b7;9;11,G#,F#,A#,C#,F#,
G#,11,,x,x,1,1,2,1,1;3;5;b7;9;11,G#,C#,F#,A#,,
G#,11,,x,1,1,1,1,1,1;3;5;b7;9;11,G#,C#,F#,A#,D#,
G#,maj9,,2,1,4,1,3,x,1;3;5;7;9,G#,B#,F##,A#,D#,
G#,maj9,,x,x,4,1,2,1,1;3;5;7;9,G#,A#,D#,F##,,
G#,maj9,,x,2,1,4,3,x,1;3;5;7;9,G#,B#,F##,A#,,
G#,m11,,2,x,3,4,1,x,1;b3;5;b7;9;11,G#,F#,B,C#,,
G#,m7b5,,2,x,3,4,1,x,1;b3;b5;b7,G#,F#,B,D,,
G#,m,,1,3,4,1,1,1,1;b3;5,G#,D#,G#,B,D#,G#
G#,m,,x,x,1,3,4,2,1;b3;5,G#,D#,G#,B,,
G#,m,,x,1,3,4,2,1,1;b3;5,G#,D#,G#,B,D#,
G#,m,,x,3,4,1,1,x,1;b3;5,D#,G#,B,D#,,
G#,m,,1,4,x,2,x,x,1;b3;5,G#,D#,B,,,
G#,m,,3,1,x,x,x,x,1;b3;5,G#,B,,,,
G#,m,,1,3,4,1,1,x,1;b3;5,G#,D#,G#,B,D#,
G#,7b5,,x,x,2,4,1,3,1;3;b5;b7,F#,B#,D,G#,,
G#,7b5,,1,3,2,4,x,x,1;3;b5;b7,G#,D,F#,B#,,
G#,7b5,,x,x,1,2,3,4,1;3;b5;b7,G#,D,F#,B#,,
G#,m7,,1,3,1,1,4,1,1;b3;5;b7,G#,D#,F#,B,F#,G#
G#,m7,,x,x,1,4,2,3,1;b3;5;b7,G#,D#,F#,B,,
G#,m7,,x,1,3,1,2,1,1;b3;5;b7,G#,D#,F#,B,D#,
G#,m7,,2,x,3,3,3,x,1;b3;5;b7,G#,F#,B,D#,,
G#,m7,,1,3,1,1,1,4,1;b3;5;b7,G#,D#,F#,B,D#,B
G#,m7,,2,1,3,4,0,x,1;b3;5;b7,G#,B,F#,B,B,
G#,m7,,2,x,3,4,x,x,1;b3;5;b7,G#,F#,B,,,
G#,m7,,x,2,1,3,4,x,1;b3;5;b7,G#,B,F#,B,,
G#,m7,,1,3,1,1,1,1,1;b3;5;b7,G#,D#,F#,B,D#,G#
G#,m7,,1,3,1,1,1,x,1;b3;5;b7,G#,D#,F#,B,D#,
G#,dim,,x,x,4,3,1,2,1;b3;b5,G#,B,D,G#,,
G#,dim,,1,2,4,1,x,x,1;b3;b5,G#,D,G#,B,,
G#,dim,,x,1,2,4,3,x,1;b3;b5,G#,D,G#,B,,
G#,dim,,x,x,3,1,4,x,1;b3;b5,B,D,G#,,,
G#,dim,,x,x,x,2,1,3,1;b3;b5,B,D,G#,,,
G#,dim,,2,x,x,3,1,x,1;b3;b5,G#,B,D,,,
G#,dim,,x,x,x,3,2,1,1;b3;b5,G#,B,D,,,
G#,6,,x,x,1,1,1,1,1;3;5;6,D#,G#,B#,E#,,
G#,6,,1,x,3,2,4,1,1;3;5;6,G#,G#,B#,E#,G#,
G#,6,,x,4,2,3,1,x,1;3;5;6,G#,B#,E#,G#,,
G#,7(#5),,1,x,1,2,3,1,1;3;#5;b7,G#,F#,B#,D##,G#,
G#,7(#5),,x,1,2,1,1,x,1;3;#5;b7,F#,B#,D##,G#,,
G#,7(#5),,x,1,4,1,3,2,1;3;#5;b7,G#,D##,F#,B#,D##,
G#,7sus4,,x,x,1,1,2,3,1;4;5;b7,D#,G#,C#,F#,,
G#,7sus4,,1,3,1,4,1,1,1;4;5;b7,G#,D#,F#,C#,D#,G#
G#,7sus4,,x,x,1,3,2,4,1;4;5;b7,G#,D#,F#,C#,,
G#,maj7,,x,x,4,3,2,1,1;3;5;7,G#,B#,D#,F##,,
G#,maj7,,1,4,2,3,1,x,1;3;5;7,G#,D#,F##,B#,D#,
G#,maj7,,x,4,3,1,1,1,1;3;5;7,G#,B#,D#,F##,B#,
G#,5,,1,3,x,x,x,x,1;5,G#,D#,,,,
G#,5,,1,3,4,x,x,x,1;5,G#,D#,G#,,,
G#,5,,x,1,3,x,x,x,1;5,G#,D#,,,,
G#,7(#11),,x,1,3,2,x,x,1;3;5;b7;#11,G#,C##,F#,,,
G#,m6,,x,x,1,2,0,3,1;b3;5;6,D#,G#,B,E#,,
G#,m6,,1,x,3,1,4,1,1;b3;5;6,G#,G#,B,E#,G#,
G#,m6,,x,3,1,2,1,x,1;b3;5;6,G#,B,E#,G#,,
G#,m6,,2,x,1,3,3,3,1;b3;5;6,G#,E#,B,D#,G#,
G#,7(b9),,3,2,4,1,x,x,1;3;5;b7;b9,G#,B#,F#,A,,
G#,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,G#,F#,B#,D#,A,
G#,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,G#,B#,F#,A,,
G#,m9,,1,3,1,1,1,4,1;b3;5;b7;9,G#,D#,F#,B,D#,A#
G#,m9,,x,x,2,1,4,3,1;b3;5;b7;9,G#,B,F#,A#,,
G#,m9,,x,2,1,3,4,x,1;b3;5;b7;9,G#,B,F#,A#,,
G#,m9,,2,x,3,1,0,4,1;b3;5;b7;9,G#,F#,A#,B,G#,
G#,sus4,,x,x,1,1,2,4,1;4;5,D#,G#,C#,G#,,
G#,sus4,,1,1,3,4,1,1,1;4;5,G#,C#,G#,C#,D#,G#
G#,sus4,,x,x,1,2,3,4,1;4;5,G#,D#,G#,C#,,
G#,9-Jun,,2,1,1,1,3,4,1;3;5;6;9,G#,B#,E#,A#,D#,G#
G#,9-Jun,,x,x,2,1,3,4,1;3;5;6;9,G#,B#,E#,A#,,
G#,9-Jun,,x,2,1,1,3,4,1;3;5;6;9,G#,B#,E#,A#,D#,
Ab,13,,3,x,4,2,1,1,1;3;5;b7;9;11;13,Ab,Gb,Bb,C,F,
Ab,13,,1,x,1,2,3,4,1;3;5;b7;9;11;13,Ab,Gb,C,F,Bb,
Ab,13,,x,2,1,3,3,4,1;3;5;b7;9;11;13,Ab,C,Gb,Bb,F,
Ab,13,,1,x,2,3,4,x,1;3;5;b7;9;11;13,Ab,Gb,C,F,,
Ab,13,,x,x,1,3,3,4,1;3;5;b7;9;11;13,C,Gb,Bb,F,,
Ab,7(#9),,2,1,3,3,3,3,1;3;5;b7;#9,Ab,C,Gb,B,Eb,Ab
Ab,7(#9),,1,3,1,2,1,4,1;3;5;b7;#9,Ab,Eb,Gb,C,Eb,B
Ab,7(#9),,x,2,1,3,4,x,1;3;5;b7;#9,Ab,C,Gb,B,,
Ab,9,,x,1,3,2,4,x,1;3;5;b7;9,C,Gb,Bb,Eb,,
Ab,9,,x,x,2,1,3,4,1;3;5;b7;9,Gb,Bb,Eb,Ab,,
Ab,9,,x,2,1,3,4,x,1;3;5;b7;9,Ab,C,Gb,Bb,,
Ab,9b5,,2,1,3,1,1,4,1;3;b5;b7;9,Ab,C,Gb,Bb,Ebb,Ab
Ab,9b5,,x,x,1,2,3,1,1;3;b5;b7;9,Ab,Ebb,Gb,Bb,,
Ab,9b5,,1,2,1,3,4,1,1;3;b5;b7;9,Ebb,Ab,C,Gb,Bb,Ebb
Ab,maj13,,2,1,1,1,3,1,1;3;5;7;9;11;13,Ab,C,F,Bb,Eb,G
Ab,maj13,,1,x,2,3,4,x,1;3;5;7;9;11;13,Ab,G,C,F,,
Ab,maj13,,2,x,1,1,4,1,1;3;5;7;9;11;13,Ab,F,Bb,F,G,
Ab,maj13,,x,1,1,1,2,1,1;3;5;7;9;11;13,C,F,Bb,Eb,G,
Ab,7,,x,x,1,1,1,2,1;3;5;b7,Eb,Ab,C,Gb,,
Ab,7,,1,3,1,2,4,1,1;3;5;b7,Ab,Eb,Gb,C,Gb,Ab
Ab,7,,x,1,3,1,4,1,1;3;5;b7,Ab,Eb,Gb,C,Eb,
Ab,7,,x,x,x,2,1,3,1;3;5;b7,Eb,Gb,C,,,
Ab,7,,1,3,1,2,1,1,1;3;5;b7,Ab,Eb,Gb,C,Eb,Ab
Ab,7,,1,x,2,3,x,x,1;3;5;b7,Ab,Gb,C,,,
Ab,7,,x,2,1,3,x,x,1;3;5;b7,Ab,C,Gb,,,
Ab,7,,x,x,1,3,2,4,1;3;5;b7,Ab,Eb,Gb,C,,
Ab,7,,1,3,x,2,4,x,1;3;5;b7,Ab,Eb,C,Gb,,
Ab,7,,x,x,1,2,1,1,1;3;5;b7,Gb,C,Eb,Ab,,
Ab,7,,x,x,2,3,1,4,1;3;5;b7,C,Gb,Ab,Eb,,
Ab,7,,1,3,1,2,4,x,1;3;5;b7,Ab,Eb,Gb,C,Gb,
Ab,dim7,,2,4,1,3,x,x,1;b3;b5;bb7,Ab,Ebb,Gbb,Cb,,
Ab,dim7,,x,2,3,1,4,x,1;b3;b5;bb7,Gbb,Cb,Ebb,Ab,,
Ab,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Cb,Gbb,Ab,Ebb,,
Ab,dim7,,3,x,1,4,2,x,1;b3;b5;bb7,Ab,Gbb,Cb,Ebb,,
Ab,dim7,,x,x,1,3,2,4,1;b3;b5;bb7,Ab,Ebb,Gbb,Cb,,
Ab,aug,,x,3,2,1,1,x,1;3;#5,E,Ab,C,E,,
Ab,aug,,4,3,2,1,x,x,1;3;#5,C,E,Ab,C,,
Ab,aug,,x,x,4,2,3,1,1;3;#5,E,Ab,C,E,,
Ab,maj,,x,x,1,1,1,4,1;3;5,Eb,Ab,C,Ab,,
Ab,maj,,1,3,4,2,1,1,1;3;5,Ab,Eb,Ab,C,Eb,Ab
Ab,maj,,x,4,3,1,2,1,1;3;5,Ab,C,Eb,Ab,C,
Ab,maj,,4,x,1,1,1,x,1;3;5,Ab,Eb,Ab,C,,
Ab,maj,,x,3,1,1,1,x,1;3;5,C,Eb,Ab,C,,
Ab,maj,,x,1,4,3,2,x,1;3;5,C,Ab,C,Eb,,
Ab,maj,,x,1,4,4,4,x,1;3;5,Ab,Eb,Ab,C,,
Ab,maj,,1,x,3,1,2,x,1;3;5,C,C,Eb,Ab,,
Ab,maj,,x,x,3,2,1,1,1;3;5,Ab,C,Eb,Ab,,
Ab,maj,,x,x,x,3,4,1,1;3;5,Ab,C,Eb,,,
Ab,maj,,x,x,1,1,1,x,1;3;5,Eb,Ab,C,,,
Ab,maj,,1,3,4,2,x,x,1;3;5,Ab,Eb,Ab,C,,
Ab,maj,,x,4,3,1,x,x,1;3;5,Ab,C,Eb,,,
Ab,maj,,x,3,4,2,1,x,1;3;5,Eb,Ab,C,Eb,,
Ab,maj,,1,x,x,2,1,1,1;3;5,Ab,C,Eb,Ab,,
Ab,maj,,2,1,x,x,x,x,1;3;5,Ab,C,,,,
Ab,maj,,x,3,4,2,1,1,1;3;5,Eb,Ab,C,Eb,Ab,
Ab,maj,,3,x,1,4,x,x,1;3;5,C,Ab,Eb,,,
Ab,maj,,x,1,2,3,4,1,1;3;5,Ab,Eb,Ab,C,Eb,
Ab,11,,3,x,4,2,1,1,1;3;5;b7;9;11,Ab,Gb,Bb,Db,Gb,
Ab,11,,x,x,1,1,2,1,1;3;5;b7;9;11,Ab,Db,Gb,Bb,,
Ab,11,,x,1,1,1,1,1,1;3;5;b7;9;11,Ab,Db,Gb,Bb,Eb,
Ab,maj9,,2,1,4,1,3,x,1;3;5;7;9,Ab,C,G,Bb,Eb,
Ab,maj9,,x,x,4,1,2,1,1;3;5;7;9,Ab,Bb,Eb,G,,
Ab,maj9,,x,2,1,4,3,x,1;3;5;7;9,Ab,C,G,Bb,,
Ab,m11,,2,x,3,4,1,x,1;b3;5;b7;9;11,Ab,Gb,Cb,Db,,
Ab,m7b5,,2,x,3,4,1,x,1;b3;b5;b7,Ab,Gb,Cb,Ebb,,
Ab,m,,1,3,4,1,1,1,1;b3;5,Ab,Eb,Ab,Cb,Eb,Ab
Ab,m,,x,x,1,3,4,2,1;b3;5,Ab,Eb,Ab,Cb,,
Ab,m,,x,1,3,4,2,1,1;b3;5,Ab,Eb,Ab,Cb,Eb,
Ab,m,,x,3,x,1,1,x,1;b3;5,Eb,Cb,Eb,,,
Ab,7b5,,x,x,2,4,1,3,1;3;b5;b7,Gb,C,Ebb,Ab,,
Ab,7b5,,1,3,2,4,x,x,1;3;b5;b7,Ab,Ebb,Gb,C,,
Ab,7b5,,x,x,1,2,3,4,1;3;b5;b7,Ab,Ebb,Gb,C,,
Ab,m7,,1,3,1,1,4,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Gb,Ab
Ab,m7,,x,x,1,4,2,3,1;b3;5;b7,Ab,Eb,Gb,Cb,,
Ab,m7,,x,1,3,1,2,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,
Ab,m7,,2,x,3,3,3,x,1;b3;5;b7,Ab,Gb,Cb,Eb,,
Ab,m7,,1,3,1,1,1,1,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,Ab
Ab,m7,,1,3,1,1,1,x,1;b3;5;b7,Ab,Eb,Gb,Cb,Eb,
Ab,dim,,x,x,4,3,1,2,1;b3;b5,Ab,Cb,Ebb,Ab,,
Ab,dim,,x,1,2,4,3,x,1;b3;b5,Ab,Ebb,Ab,Cb,,
Ab,6,,x,x,1,1,1,1,1;3;5;6,Eb,Ab,C,F,,
Ab,6,,1,x,3,2,4,1,1;3;5;6,Ab,Ab,C,F,Ab,
Ab,6,,x,4,2,3,1,x,1;3;5;6,Ab,C,F,Ab,,
Ab,6,,x,x,3,2,4,1,1;3;5;6,Ab,C,F,Ab,,
Ab,6,,2,x,1,4,x,x,1;3;5;6,Ab,F,C,,,
Ab,6,,1,x,x,3,4,x,1;3;5;6,Ab,C,F,,,
Ab,6,,x,x,1,3,1,4,1;3;5;6,Ab,Eb,F,C,,
Ab,7(#5),,1,x,1,2,3,1,1;3;#5;b7,Ab,Gb,C,E,Ab,
Ab,7(#5),,x,1,2,1,1,x,1;3;#5;b7,Gb,C,E,Ab,,
Ab,7(#5),,x,1,4,1,3,2,1;3;#5;b7,Ab,E,Gb,C,E,
Ab,7(#5),,1,x,2,3,4,x,1;3;#5;b7,Ab,Gb,C,E,,
Ab,7(#5),,x,x,1,2,3,1,1;3;#5;b7,Gb,C,E,Ab,,
Ab,7sus4,,x,x,1,1,2,3,1;4;5;b7,Eb,Ab,Db,Gb,,
Ab,7sus4,,1,3,1,4,1,1,1;4;5;b7,Ab,Eb,Gb,Db,Eb,Ab
Ab,7sus4,,x,x,1,3,2,4,1;4;5;b7,Ab,Eb,Gb,Db,,
Ab,7sus4,,4,x,1,3,2,x,1;4;5;b7,Db,Ab,Eb,Gb,,
Ab,maj7,,x,x,4,3,2,1,1;3;5;7,Ab,C,Eb,G,,
Ab,maj7,,1,4,2,3,1,x,1;3;5;7,Ab,Eb,G,C,Eb,
Ab,maj7,,x,4,3,1,1,1,1;3;5;7,Ab,C,Eb,G,C,
Ab,maj7,,2,1,4,0,x,x,1;3;5;7,Ab,C,G,G,,
Ab,maj7,,1,x,3,4,2,x,1;3;5;7,Ab,G,C,Eb,,
Ab,maj7,,x,1,x,x,2,4,1;3;5;7,Ab,C,G,,,
Ab,maj7,,x,x,x,1,1,1,1;3;5;7,Eb,G,C,,,
Ab,maj7,,x,x,x,3,2,1,1;3;5;7,C,Eb,G,,,
Ab,maj7,,x,x,x,2,4,1,1;3;5;7,G,C,Eb,,,
Ab,maj7,,x,3,2,0,1,x,1;3;5;7,Ab,C,G,Ab,,
Ab,maj7,,1,x,2,3,x,x,1;3;5;7,Ab,G,C,,,
Ab,maj7,,x,2,x,0,1,4,1;3;5;7,G,G,Ab,Eb,,
Ab,maj7,,2,x,3,4,2,1,1;3;5;7,Ab,G,C,Eb,G,
Ab,maj7,,x,x,1,3,3,3,1;3;5;7,Ab,Eb,G,C,,
Ab,5,,1,3,x,x,x,x,1;5,Ab,Eb,,,,
Ab,5,,1,3,4,x,x,x,1;5,Ab,Eb,Ab,,,
Ab,5,,x,1,1,x,x,x,1;5,Eb,Ab,,,,
Ab,5,,x,1,3,4,x,x,1;5,Ab,Eb,Ab,,,
Ab,7(#11),,2,x,3,4,1,x,1;3;5;b7;#11,Ab,Gb,C,D,,
Ab,7(#11),,1,x,1,4,x,x,1;3;5;b7;#11,Ab,Gb,D,,,
Ab,m6,,x,x,1,2,0,3,1;b3;5;6,Eb,Ab,Cb,F,,
Ab,m6,,1,x,3,1,4,1,1;b3;5;6,Ab,Ab,Cb,F,Ab,
Ab,m6,,x,3,1,2,1,x,1;b3;5;6,Ab,Cb,F,Ab,,
Ab,7(b9),,3,2,4,1,x,x,1;3;5;b7;b9,Ab,C,Gb,Bbb,,
Ab,7(b9),,1,x,1,2,1,3,1;3;5;b7;b9,Ab,Gb,C,Eb,Bbb,
Ab,7(b9),,x,2,1,3,1,x,1;3;5;b7;b9,Ab,C,Gb,Bbb,,
